ID	String
102	额外伤害
103	魔法攻击
104	冰元素攻击
105	火元素攻击
106	雷元素攻击
107	毒元素攻击
108	命中
109	暴击几率
110	暴击伤害
111	幸运
112	吟唱速度
113	攻击速度
114	火元素攻击
115	冰元素攻击
116	雷元素攻击
117	毒元素攻击
118	物理防御
119	火元素抗性
120	冰元素抗性
121	雷元素抗性
122	毒元素抗性
123	生命上限
124	生命上限
125	精力上限
126	精力上限
127	生命回复
128	精力回复
129	物理反弹
130	回避
131	幸运
132	合成几率
133	移动速度
134	吟唱时间
135	状态命中几率
136	消耗HP
137	消耗MP
138	伤害有效距离
139	是否维持技能
140	是否需要武器
141	冷却时间
142	可清除状态
143	僵持时间
144	无视回避
145	攻击速度
146	影响间隔时间
147	受到攻击解除该状态
148	攻击解除该状态
149	力量更改
150	体质更改
151	敏捷更改
152	法力更改
153	感知更改
154	运气更改
155	经验值改变
156	物理攻击改变 百分比
157	法术攻击改变 百分比
158	冰元素攻击改变 百分比
159	火元素攻击改变 百分比
160	雷元素攻击改变 百分比
161	毒元素攻击改变 百分比
162	物理攻击
163	法术攻击
164	冰元素攻击
165	火元素攻击
166	雷元素攻击
167	毒元素攻击
168	物理防御
169	物理防御
170	魔法防御
171	冰元素抗性
172	火元素抗性
173	雷元素抗性
174	毒元素抗性
175	武器属性改变
176	武器专有属性
177	改变最终伤害 百分比
178	改变最终伤害
179	魔法抵消伤害
180	魔法抵消伤害 百分比
181	生命最大值
182	生命最大值 百分比
183	精力最大值
184	精力最大值 百分比
185	生命恢复
186	精力恢复
187	更改生命
188	更改精力
189	更改攻击距离
190	更改命中能力
191	更改暴击几率
192	更改暴击倍数
193	伤害反弹
194	伤害免疫 物理
195	伤害免疫 魔法
196	伤害免疫 冰冻
197	伤害免疫 火焰
198	伤害免疫 雷电
199	伤害免疫 巫毒
200	状态免疫
201	状态抵抗 百分比
202	无视回避
203	吸血比例
204	吸血值
205	吸魔比例
206	吸魔值
207	移动速度
208	攻击速度
209	移动攻击
210	吟唱速度
211	是否能移动
212	是否能物理攻击
213	是否能使用魔法
214	是否能使用道具
215	随即乱跑
216	冰冻伤害
217	火焰伤害
218	雷电伤害
219	巫毒伤害
220	物理攻击力增加
221	物理攻击力增加 百分比
222	冰冻伤害 百分比
223	火焰伤害 百分比
224	雷电伤害 百分比
225	巫毒伤害 百分比
226	下一级
227	需要
228	体积
229	密度
230	硬度
231	韧性
232	重量
233	您得到了 %d 金 %d 铜
234	经验值
235	技能经验值
236	您失去了 %d 金 %d 铜
237	铜
238	目标超出距离
239	连接断开
240	没有正对攻击目标
241	您已经在一个队伍中
242	目标已经在队伍中了
243	找不到您要加的人
244	队伍已经满了
245	组队失败！
246	成功加入队伍！
247	要加入您的队伍，您同意吗？
248	 邀请您加入队伍，您同意吗？
249	请选择
250	开始战斗
251	结束战斗
252	【系统公告】
253	【私聊】
254	【交易】
255	【队伍】
256	【公会】
257	【呐喊】
258	【天下】
259	【普通】
260	对方取消交易
261	交易失败，未知错误！
262	交易成功！
263	交易失败！
264	请求加入行会
265	请求加入行会
266	邀请您加入行会
267	行会邀请
268	MP不足
269	发送交易申请失败！
270	您向
271	发送交易申请…
272	发送组队申请失败！
273	发送组队申请…
274	请求查看个人商店失败！
275	发送查看个人商店…
276	请求加入房间失败！
277	发送加入房间请求…
278	您的输入不合理！
279	请输入存钱的数量
280	您银行储备不足
281	请输入您想取钱的数量
282	您身上的金钱不足，无法升级银行！
283	询问
284	您升级银行需要
285	铜币，确定升级银行？
286	秒
287	重复输入被禁言，还剩
288	您输入的名字不合法！
289	正在登入…
290	连接失败
291	失败
292	【请选择服务器】
293	提示
294	请输入用户名或密码
295	商店中的物品在您购买时已有改变
296	价格
297	请输入该物品卖出的价格
298	改变该物品价格
299	您的个人商店中没有任何物品，不能开店
300	请为您的个人商店取个名字！
301	出售单价
302	确定要删除所选中的角色？
303	请放入合成原料
304	请取出合成目标栏物品
305	请输入数量
306	合成成功
307	合成失败
308	原料不符合
309	宝石等级已经是最高级
310	与
311	交易中…
312	请输入移动的数量
313	是否镶入宝石？
314	请输入要购买的物品数量
315	使用物品
316	下一等级
317	您是否要放弃此任务？
318	是否进行此操作？
319	需要任务物品
320	完成
321	力量
322	体质
323	敏捷
324	感知
325	法力
326	运气
327	HP不足
328	MP不足
329	运动中不能吟唱
330	跳跃中不能进行冲锋
331	没装备使用技能需要的武器
332	被动技能不可以被使用
333	您必需先学得相应的采矿技能
334	您必需先学得相应的采药技能
335	您必需先学得相应的伐木技能
336	您必需先学得相应的开箱技能
337	请输入存入物品的数量
338	您学会了技能
339	数量超出！
340	没有携带相应的道具来使用技能
341	不能使用被动技能
342	不能在当前状态下使用技能
343	技能正在冷却中…
344	您的背包栏已满
345	攻击速度加成
346	提取此物品需支付
347	铜币，是否继续？
348	目标超出范围
349	敌人
350	请选择操作方式
351	请输入物品的加锁密码
352	请再次输入密码
353	两次的输入不一致！
354	您与服务器的连接已断开！
355	正在与服务器建立连接…
356	已与服务器建立连接，正准备验证…
357	正在获取负载较低Gate…
358	获取Gate信息成功，正准备连接…
359	发送验证消息…
360	请稍候，正在等待服务器返回信息…
361	是否强化？
362	您输入的物品加密密码错误！
363	是否出售该物品？
364	请输入出售物品的数量
365	[color=FFd8ea62]注意 : 商店将以低价收购
366	您的金钱不足，不能进行此项操作！
367	物品的加锁密码不能为空！
368	该物品已经加锁
369	您左手已有物品，不能再装备双手武器
370	您已经装备了两把单手剑，不能再装备双手武器
371	您已经装备了双手武器，不能再装备盾牌
372	您是否申请密码清除功能？
373	申请成功，15日后系统将自动清除物品的加密密码
374	您已经申请过密码清除功能
375	您的金钱不足，不能进行此项操作！
376	单价 : %ld 金 %ld 铜
377	全部职业
378	点
379	强化几率
380	不能添加自己为好友！
381	已经添加了此好友
382	该玩家不存在或不在线
383	好友已经离线
384	
385	
386	恭喜，该角色名可以正常使用！
387	此角色名无法创建！
388	分配模式已更改，组队失败！
389	对方已经在队伍中…
390	该玩家正在被邀请中…
391	只有队长才可以邀请别人加入队伍
392	加入队伍成功！
393	队伍解散
394	您离开了队伍！
395	对方拒绝邀请...
396	%s 被提升为队长！
397	提升 %s 为队长失败！
398	
399	
400	本服务器禁止PK
401	提示 : 您还有
402	天，即可清除物品保护密码
403	不能把该物品放入仓库！
404	银行交易成功！
405	所存的钱超过钱柜上限！
406	玩家没有这么多钱
407	钱柜里没这么多钱
408	钱柜已经是最高级！
409	未知错误
410	此物品不能被加锁！
411	力量增加
412	敏捷增加
413	体质增加
414	感知增加
415	法力增加
416	幸运增加
417	物品最大存储数目为 : 
418	此物品不能被丢弃！
419	与目标之间有阻挡
420	此物品不能被移动！
421	您已经死亡，复活倒计时还剩下
422	您的密码修改成功！
423	请先设置物品的加密密码！
424	[color=9bffffff][当前版本 : %d]
425	您当前等级还无法使用此物品
426	
427	
428	
429	
"430"""""	
"431"""""
"432"""""
"433"""""
"434"""""
"435"""""
"436"""""
"437"""""
"438"""""
"439"""""
"440"""""
"441"""""
"442"""""
"443"""""
"444"""""
"445"""""
446
447	
448	
449	
450	原材料
451	消耗品
452	宝石
453	任务物品
454	
455	
456	
457	
458	
459	
460	生命
461	精力
462	秒
463
464
465
466
467
468
469
470
471
472
473
474
475
476
477
478
479
480
481
482
483
484
485
486
487
488
489
490
491
492
493
494
495	
496	
497	
498	
499	
500	头发
501	头盔
502	脸
503	衣服
504	手套
505	鞋子
506	右手物品
507	左手物品
508	头饰
509	盾牌
510	肩甲
511	裤子
512	饰物
513	戒指
514	手镯
515	项链
516	腰带
517	法器
518	
519	
520	暂时不能使用
521	[color=ffafb4bd]装备强化失败！
522	[color=ffffe400]成功强化了该装备！
523	[color=ffafb4bd]所用空离等级过低
524	[color=ffafb4bd]装备和空离不匹配
525	[color=ffafb4bd]装备已强化为最高级
526	旧密码不能为空！
527	新密码不能为空！
528	锁
529	未学习
530	状态持续时间 : %0.1f (%0.1f)秒
531	状态持续时间 : %0.1f 秒
532	每隔 %0.1f (%0.1f) 秒造成敌人生命伤害 : %d (%d)点
533	每隔 %0.1f 秒造成敌人生命伤害 : %d 点
534	每隔 %0.1f (%0.1f) 秒造成敌人精力流失 : %d (%d)点
535	每隔 %0.1f 秒造成敌人精力流失 : %d 点
536	每隔 %0.1f (%0.1f) 秒回复生命 : %d (%d)点
537	每隔 %0.1f 秒回复生命 : %d 点
538	每隔 %0.1f (%0.1f) 秒回复精力 : %d (%d)点
539	每隔 %0.1f 秒回复精力 : %d 点
540	加快回复生命 : %d (%d)点
541	加快回复生命 : %d 点
542	最大吸收
543	吸收每点伤害损耗精力 : %d (%d)点
544	吸收每点伤害损耗精力 : %d 点
545	全伤害
546	加快回复生命速度 : %d %% (%d %%)
547	加快回复生命速度 : %d %%
548	加快回复精力 : %d (%d)点
549	加快回复精力 : %d 点
550	加快回复精力速度 : %d %% (%d %%)
551	加快回复精力速度 : %d %%
552	生命恢复(基础值) : %d (%d)点
553	生命恢复(基础值) : %d %
554	造成伤害 : %d (%d)点
555	造成伤害 : %d %
556	反弹伤害 : %d%% (%d%%)
557	反弹伤害 : %d%%
558	左手物理攻击 : +%d (+%d)
559	左手物理攻击 : +%d
560	左手物理攻击 : %d (%d)
561	左手物理攻击 : %d
562	左手物理攻击 : +%d %% (+%d) %%
563	左手物理攻击 : +%d %%
564	左手物理攻击 : %d %% (%d) %%
565	左手物理攻击 : %d %%
566	暴击率
567	暴击威力
568	吸收生命 : %d (%d)点
569	吸收生命 : %d 点
570	吸收精力 : %d (%d)点
571	吸收精力 : %d 点
572	增加背击伤害 : %d%% (%d%%)
573	增加背击伤害 : %d%%
574	物理攻击增加 : %d (%d)
575	物理攻击增加 : %d
576	物理攻击增加百分比 : %d%% (%d%%)
577	物理攻击增加百分比 : %d%%
578	吟唱时间 : %0.1f (%0.1f)秒
579	吟唱时间 : %0.1f 秒
580	消耗精力 : %d (%d)
581	消耗精力 : %d
582	消耗精力 : %d %% (%d %%)
583	消耗精力 : %d %%
584	消耗生命 : %d (%d)
585	消耗生命 : %d
586	消耗生命 : %d %% (%d %%)
587	消耗生命 : %d %%
588	技能冷却时间 : %0.1f (%0.1f)秒
589	技能冷却时间 : %0.1f 秒
590	最大施法距离 : %d (%d)步
591	最大施法距离 : %d 步
592	最小施法距离 : %d (%d)步
593	最小施法距离 : %d 步
594	基础生命值 : %d (%d)点
595	基础生命值 : %d 点
596	基础物理攻击力 : %d (%d)点
597	基础物理攻击力 : %d 点
598	基础物理防御力 : %d (%d)点
599	基础物理防御力 : %d 点
600	您目前还未加入任何公会！
601	您目前还未加入任何队伍！
602	您目前还未加入任何家族！
603	
604	
605	
606	
607	
608	
609	
610	武器需求不符合
611	左手装备不符合
612	被动技能不可以被使用
613	目标不正确
614	%s 关闭了商店！
615	开店中不可移动
616	<%s>任务完成
617	装备失败
618	失败
619	没什么事
620	不能删除此物品！
621	[color=FFFFD940]%s 邀请您加入 [color=FFd8ea62]%s 公会！
622	[color=FFFFD940]%s 邀请您加入队伍，是否同意？\n队伍分配模式为 : [color=FFFFD940]自由拾取
623	[color=FFFFD940]%s 邀请您加入队伍，是否同意？\n队伍分配模式为 : [color=FFFFD940]按需分配
624	[color=FFFFD940]%s 邀请您加入队伍，是否同意？\n队伍分配模式为 : [color=FFFFD940]随机归属
625	[color=FFFFD940]%s 邀请您加入队伍，是否同意？\n队伍分配模式为 : [color=FFFFD940]队长分配
626	模式更改为 : [color=FFFFD940]自由拾取
627	模式更改为 : [color=FFFFD940]按需分配
628	模式更改为 : [color=FFFFD940]随机归属
629	模式更改为 : [color=FFFFD940]队长分配
630	交易失败！
631	[color=FFFFD940]%s 邀请您切磋武艺\n是否愿意接受挑战？
632	切磋邀请
633	切磋开始
634	您战胜了 %s
635	您败给了 %s
636	打断
637	
638	
639	
640	模式已更改为 : 自由拾取
641	模式已更改为 : 按需分配
642	模式已更改为 : 随机归属
643	模式已更改为 : 队长分配
644	%s 拒绝了此次模式更改！
645	所有人都选择放弃，%s 归属于队伍
646	%s 归属于 %s
647	%s 同意了此次模式更改
648	%s 选择了争取！
649	%s 选择放弃！
650	目标距离太远，不可交易！
651	目标距离太远，不可切磋！
652	获得
653	已经升级到最高级，请更换所要修炼的技能！
654	技能等级升级到
655	未设置需要修炼的技能，技能经验无法获得！
656	<#ffd1c39d]经验值<%d/%d·%0.2f％>
657	<#ffd1c39d]技能修炼值<%d/%d·%0.2f％>
658	<#ffffc600]【该技能当前修炼中】
659	<#ffd1c39d]【请先确定想要修炼的技能】
660	目标距离过远，不能查看
661	交易被终止！
662	骑在马上不可交易，交易被终止！
663	与玩家距离过远，交易被终止！
664	创建的公会名字不合法！
665	您是否确定要删除 [color=FFFFD940]%s？
666	修理完成！
667	需要支付修理费 %d 金 %d 铜，是否确认修理？
668	—— 当前装备 ——
669	您得到了 %d %s
670	您得到了 %d %s
671	该角色处于删除状态，不能进入游戏！
672	角色数据将在 [color=FFd8ea62]7 天后清除\n在此期间内您可以随时恢复该角色！
673	公会会长不能在选人界面删除！
674	您确定要恢复这个角色吗？
675	恢复角色成功！
676	恢复角色失败！
677	当前队伍为 : [color=FFFFD940]自由拾取
678	当前队伍为 : [color=FFFFD940]按需分配
679	当前队伍为 : [color=FFFFD940]随机归属
680	当前队伍为 : [color=FFFFD940]队长分配
681	模式更改为 : [color=FFFFD940]自由拾取
682	模式更改为 : [color=FFFFD940]按需分配
683	模式更改为 : [color=FFFFD940]随机归属
684	模式更改为 : [color=FFFFD940]队长分配
685	好友数量已经超出上限
686	当前队伍已转换为团队！ 分配模式为 : 自由拾取
687	当前队伍已转换为团队！ 分配模式为 : 按需分配
688	当前队伍已转换为团队！ 分配模式为 : 随机归属
689	当前队伍已转换为团队！ 分配模式为 : 团长分配
690	当前团队为 : [color=FFFFD940]自由拾取
691	当前团队为 : [color=FFFFD940]按需分配
692	当前团队为 : [color=FFFFD940]随机归属
693	当前团队为 : [color=FFFFD940]团长分配
694	
695	
696	
697	
698	
699	
700	您没有驱逐公会成员的权限！
701	您确定要将 [color=FFFFD940]%s 驱逐出公会吗？
702	您确定要离开公会吗？
703	您是会长，不能直接离开公会！
704	您没有解散公会的权限！
705	您确定要解散这个公会吗？
706	解散公会之前请先驱逐所有公会成员！
707	您没有改变公会成员职位的权限！
708	您确定要改变 [color=FFFFD940]%s 的职位吗？
709	您没有邀请公会成员的权限！
710	公会名称含有非法字符！
711	公会名称长度超出限制！
712	公会名称不能为空
713	公会所属势力不能为空
714	请选择公会势力
715	墨者
716	会任
717	您没有改变公会成员称号的权限
718	您确定要将 [color=FFFFD940]%s 的称号定为 [color=FFd8ea62]%s 吗？
719	
720	会长
721	副会长
722	会员
723	墨卒
724	杀手
725	墨相
726	护法
727	墨士
728	使者
729	墨家
730	长老
731	<#FFD1C39d]显示当前距离换取一点公会荣誉值\n<#FFD1C39d]您还需要捐献的经验
732	<#FFD1C39d]显示您为公会捐献的荣誉值总数\n<#FFD1C39d]（每帮助公会提高一点荣誉值，您的贡献度将增加一点）
733	<#FFD1C39d]预设一个百分比，在以后的战斗中\n<#FFD1C39d]系统将自动把所获得的经验按照\n<#FFD1C39d]所设定的比例捐献给公会
734	<#FFD1C39d]您当前所设定的经验值捐献比例
735	<#FFD1C39d]可以将您当前等级的经验点数直接捐献给公会\n<#FFD1C39d]通过拉动滑秆进行数值调节
736	<#FFD1C39d]显示您当前已划分待捐献给公会的经验值点数
737	您所在的公会获得 %d 经验值
738	您是否确定要将划分的 [color=FFd8ea62]%d 经验捐献给公会？
739	<#ffd1c39d]公会升级荣誉值<%d/%d·%0.2f％>
740	%s 被任命为 %s
741	%s 的 %s 职务被解除
742	
743	
744	
745	
746	
747	
748	
749	
750	额外物理伤害
751	额外魔法伤害
752	额外冰冻伤害
753	额外火焰伤害
754	额外雷电伤害
755	额外毒焰伤害
756	是否确认合成该物品？
757	是否接受原地复活？
758	您可以在原地等待同伴救援，或者选择不同的复活方式
759	您的金钱不够
760	神鬼传奇Online<%s>[Version : %d]
761	<#ffd1c39d]当前怒气值<%d/%d>
762	兑换成功 : 您失去 [color=FFFFD940]%d 金元宝，成功兑换 [color=FFFFD940]%d 银票
763	您获得了 %d 银票
764	您失去了 %d 银票
765	您获得了 %d 金元宝
766	您失去了 %d 金元宝
767	是否要将金元宝兑换成银票？（一次兑换一个元宝）\n[color=FFFFD940]注意 : 1 个金元宝可兑换 500 银票
768	金元宝 : %d 银票 : %d
769	价格 : %d 折扣 : %f
770	VIP价格 : %d 折扣 : %f
771	每秒伤害
772	请输入小队编号
773	此快捷键已经被占用！
774	套装说明 : 
775	作用对象 : 
776	无目标
777	自己
778	自己\队友
779	普通玩家
780	敌人
781	死亡目标
782	药草
783	矿物
784	target_wood  //目标木头
785	target_treasure  //目标宝箱
786	target_All
787	target_UnKonw
788	target_UnKonw
789	target_UnKonw
790	target_UnKonw
791	target_UnKonw
792	target_UnKonw
793	target_UnKonw
794	target_UnKonw
795	target_UnKonw
796	该物品使用后将与您绑定[color=FFFFD940]（不可用于玩家交易）\n是否继续？
797	该物品已经与您绑定，不能进行此操作！
798	消耗怒气 : %d 
799	消耗怒气 : %d(%d)
800	%s 被提升为 %d 小队队长
801	%s 解职成为小队队员
802	此操作只能对单个玩家
803	此操作只能对单个玩家
804	%s 从您的个人商店购买了 %s
805	%s 从您的个人商店购买了 %d %s
806	[color=FFFFD940]%s 邀请您加入 [color=FFFFD940]%s 公会
807	是否查看 [color=FFFFD940]%s 的个人商店？
808	连接的服务器IP : %s 端口 : %d
809	未指定归属
810	 - 已绑定 - 
811	%s 将您加入黑名单
812	%s 加您为好友
813	招架几率增加
814	招架伤害减免
815	<#ffd0c29c=等级 : %d <#ffd0c29c=职业 : %s <#ffd0c29c=性别 : %s\n<#ffd0c29c=当前所在区域 : %s\n<#ffd0c29c=当前PK状态 : %s
816	%2.2f％
817	%-16%s-8d%-8s
818	%-16%s-8%s-8s
819	未选中任何好友，不能进行此操作！
820	请先选中一名好友进行此操作！
821	请先选中一名好友进行此操作！
822	请先选中一名好友进行此操作！
823	您的输入不合法，请重新输入！
824	您添加了 %s 为好友
825	%s 上线了
826	神鬼传奇
827	元
828	年
829	月
830	日
831	时
832	角色数量已满
833	[color=ffa7b59e=正在获取人物信息，请稍候……
834	全体
835	公会
836	队伍
837	私聊
838	GM
839	人物「C」
840	包裹「B」
841	任务「T」
842	技能「N」
843	公会「G」
844	好友「F」
845	键盘/鼠标
846	垂直视角锁定
847	商城「V」
848	系统「Esc」
849	[color=ff00ccff]%s\n[color=ff00ccff]等级 %d
850	[color=ff00f800]%s\n[color=ff00f800]等级 %d
851	[color=ff898989]%s\n[color=ff898989]等级 %d
852	[color=ffffb4bd]%s\n[color=ffffb4bd]等级 %d
853	[color=FFff808f]%s\n[color=FFff808f]等级 %d
854	[color=ffff3a51]%s\n[color=ffff3a51]等级 %d
855	[color=ffff001e]%s\n[color=ffff001e]等级 %d
856	[color=ffff0000]%s\n[color=ffff0000]等级 %d
857	[color=fff1c100]%s\n[color=fff1c100]等级 %d
858	[color=ffa2ff00]%s\n[color=ffa2ff00]等级 %d
859	[color=ffff3c00]%s\n[color=ffff3c00]等级 %d
860	[color=ffd7ecff]%s\n[color=ffd7ecff]等级 %d
861	当前PK模式 : 和平模式
862	当前PK模式 : 公会保护模式
863	当前PK模式 : 杀戮模式
864	 - 倒计时 : %d 分 %d 秒 - 
865	和平模式
866	公会保护模式
867	杀戮模式
868	您使用了[color=FFd8ea62]扬声器
869	您使用了[color=FFd8ea62]麦克风
870	您使用了[color=FFd8ea62]小喇叭
871	您使用[color=FFd8ea62]小道消息1
872	您使用[color=FFd8ea62]小道消息2
873	您使用[color=FFd8ea62]小道消息3
874	您使用[color=FFd8ea62]流言手扎
875	您使用[color=FFd8ea62]小道消息5
876	您使用[color=FFd8ea62]小道消息6
877	您使用[color=FFd8ea62]小道消息7
878	您使用[color=FFd8ea62]小道消息8
879	您使用[color=FFd8ea62]小道消息9
880	您使用[color=FFd8ea62]小道消息10
881	%s 加入队伍
882	[color=FFFFD940]%s 邀请您加入团队，是否同意？\n团队分配模式为 : [color=FFFFD940]自由拾取
883	[color=FFFFD940]%s 邀请您加入团队，是否同意？\n团队分配模式为 : [color=FFFFD940]按需分配
884	[color=FFFFD940]%s 邀请您加入团队，是否同意？\n团队分配模式为 : [color=FFFFD940]随机归属
885	[color=FFFFD940]%s 邀请您加入团队，是否同意？\n团队分配模式为 : [color=FFFFD940]团长分配
886	当前PK模式 : 团队保护模式
887	团队保护模式
888	
889	
890	
891	
892	
893	
894	
895	
896	
897	
898	
899	
900	是否要将当前的队伍转换为团队？\n[color=FFFFD940]您将担任团长，最多可邀请20名玩家加入您的团队
901	不能进行此操作！
902	不能进行此操作！
903	提升为团长出错！
904	进行此操作请先同时选中两名玩家（按住Ctrl可多选）
905	您的权限不够，不能进行此操作！
906	对方将您加入黑名单
907	对方拒绝和您切磋
908	每颗星增加的伤害 %d %%
909	增加招架值 %d
910	增加招架几率 %d %%
911	每隔 %d (%d) 秒造成敌人持续冰伤害 : %d (%d)点
912	每隔 %d 秒造成敌人持续冰伤害 : %d 点
913	每隔 %d (%d) 秒造成敌人持续火伤害 : %d (%d)点
914	每隔 %d 秒造成敌人持续火伤害 : %d 点
915	每隔 %d (%d) 秒造成敌人持续雷伤害 : %d (%d)点
916	每隔 %d 秒造成敌人持续雷伤害 : %d 点
917	每隔 %d (%d) 秒造成敌人持续毒伤害 : %d (%d)点
918	每隔 %d 秒造成敌人持续毒伤害 : %d 点
919	%s 和您结为新婚夫妇
920	%s 和您结拜为兄弟
921	%s 收您为徒弟
922	%s 拜您为师父
923	
924	增加招架值 %d(%d)
925	增加招架几率 %d %%(%d %%)
926	每颗星增加的伤害 %d %%(%d %%)
927	
928	
929	
930	<#ffd1c39d]人物等级 30 之前不能切换PK模式
931	<#ffd1c39d]当前PK模式 : 和平模式
932	<#ffd1c39d]当前PK模式 : 公会保护模式
933	<#ffd1c39d]当前PK模式 : 杀戮模式
934	<#ffd1c39d]当前PK模式 : 团队保护模式
935	您已经成功解除物品绑定！
936	您所指定的物品没有被绑定！
937	
938	需要 [color=FF6be611]%s [color=ffFFD940]%d 个\n需要 [color=FF6be611]%s [color=ffFFD940]%d 个\n消耗 [color=ffFFD940]%d 铜\n
939	需要 [color=FF6be611]%s [color=ffFFD940]%d 个\n需要 [color=FF6be611]%s [color=ffFFD940]%d 个\n
940	需要 [color=FF6be611]%s [color=ffFFD940]%d 个\n需要 [color=FF6be611]%s [color=ffFFD940]%d 个\n需要 [color=FF6be611]%s [color=ffFFD940]%d 个\n消耗 [color=ffFFD940]%d 铜\n
941	需要 [color=FF6be611]%s [color=ffFFD940]%d 个\n需要 [color=FF6be611]%s [color=ffFFD940]%d 个\n需要 [color=FF6be611]%s [color=ffFFD940]%d 个\n
942	
943	
944	
945	您需支付 [color=FFFFD940]%d 银票 及修理费 [color=FFFFD940]%d 金 %d 铜\n是否使用此功能？
946	
947	
948	
949	[color=FFd8ea62]“原地复活”可以让您在死亡的地点直接复活\n使用此功能您需要支付 [color=FFFFD940]%d 银票，是否继续？
950	[color=FFd8ea62]“完美复活”可以让您原地复活并且回复满HP和MP\n使用此功能您需要支付 [color=FFFFD940]%d 银票，是否继续？
951	
952	人物死亡后状态保留
953	经验值增加 : %0.2f 倍
954	技能经验值增加 : %0.2f 倍
955	
956	
957	
"958"""""	
"959"""""
"960"""""
"961"""""
"962"""""
"963"""""
"964"""""
"965"""""
"966"""""
"967"""""
"968"""""
"969"""""
"970"""""
"971"""""
"972"""""
"973"""""
"974"""""
"975"""""
"976"""""
"977"""""
"978"""""
"979"""""
"980"""""
"981"""""
"982"""""
"983"""""
"984"""""
"985"""""
"986"""""
"987"""""
"988"""""
"989"""""
990
991	
992	
993	
994	
995	
996	
997	
998	
999	
1000	您领取了 %d 个 %s 
1001	您当前无任何物品可以领取
1002	提交物品失败，请确认背包内是否存在 %d 个 %s 
1003	提交物品 %d 个 %s 成功
1004	是否离开游戏？
1005	%d
1006	%d 金
1007	%d 金
1008	%d 银票
1009	%d 银票
1010	当前服务器 : %s
1011	服务器 : [color=FFd8ea62]%s
1012	%s 在游戏中使用外挂
1013	%s 被卡在了 %s
1014	%s 在 %s 省 %s 市购买不到点卡
1015	您编辑的消息已经成功发往客服中心！
1016	小于呐喊频道聊天冷却时间，还剩 %d 秒
1017	小于天下频道聊天冷却时间，还剩 %d 秒
1018	您还没有使用附加包裹的权限
1019	是否删除此物品？
1020	此物品不能被交易！
1021	对不起，此物品不能卖给商店！
1022	对不起，本小店只回收恢复药品！
1023	对不起，本小店只回收武器！
1024	对不起，本小店只回收防具！
1025	对不起，本小店只回收原料！
1026	对不起，本小店只回收宝石！
1027	对不起，本小店只回收合成配方！
1028	对不起，本小店不回收此类物品！
1029	是否取消当前骑乘？
1030	您获得任务 %s
1031	DATA\Sound\UI\NewTask.wav
1032	【极佳】
1033	【极佳】
1034	【良好】
1035	【良好】
1036	【良好】
1037	【良好】
1038	【繁忙】
1039	【繁忙】
1040	【繁忙】
1041	【爆满】
1042	无法连接服务器\n可能是因为您选择的服务器没有开启！
1043	当前服务器繁忙\n您可以选择进入其他空闲的服务器
1044	【流言手扎】
1045	【小道消息2】
1046	【小道消息3】
1047	【小道消息4】
1048	【小道消息5】
1049	【小道消息6】
1050	【小道消息7】
1051	【小道消息8】
1052	【小道消息9】
1053	【小道消息10】
1054	
1055	
1056	
1057	
1058	
1059	
1060	过期时间 : %d/%d/%d %d : %d
1061	·位于[包裹]中的物品 %s 已过期 ·过期时间为 : %d/%d/%d %d : %d
